,omni_id,artwork_name,artist_full_name,artist_first_name,artist_last_name,date,century,source_url,image_url,general_type,genre,school,palette_families,palette,geocoded,media,style,location,tag,dominant_color,dominant_color_family,description,dbp_name,dbp_birthplace,dbp_lat,dbp_long
124,9015589,church lady,william edmondson,william,edmondson,1933,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=178&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/bc4aa5b6-0c2e-7209-98a8-fa1e54e6ed80/full/6000,/0/default.jpg",statuette,american art,united states,Whites Grays Blacks,"[u'#d5cbbc', u'#6b6760', u'#474542', u'#1d1d1d', u'#151515', u'#0d0d0d', u'#eae8e5', u'#bfb4a3', u'#a79c8c', u'#90887b', u'#2e2e2d', u'#222222']",f,limestone,modernism,gallery 263,"hats, people, limestone, modernism, sculpture, portraits, women, statuette",#0d0d0d,Blacks,"<p>one of the most significant self-taught artists of the 1930s and 1940s, william edmondson said that god had commanded him to begin carving tombstones. he later turned to figural subjects, both religious and secular, which reflect the artist's spirituality and the values of the african american society in which he lived. <em>church lady</em> is one of several sculptures edmondson carved of recognizable types of mature women from his nashville, tennessee, community. the figure's identity is suggested by her decorous, stylish outfit: a long coat worn over a dress with a bow at the neck and a close-fitting, tilted hat featuring a snood. in one hand she holds a small purse; in the other she clutches a bible. edmondson achieved fame in 1937 when he became the first black artist to be given a retrospective exhibition at the museum of modern art. many saw important parallels in his work to the direct carving movement then popular among modernist",William Edmondson,Nashville,36.1622296,-86.7743531
125,9015604,haunted house,morris kantor,morris,kantor,1930,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=178&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/885c76d6-d20c-21e4-b1ae-88c654339e8e/full/6000,/0/default.jpg",oil on canvas,american art,united states,Reds Grays Yellows Blacks,"[u'#d3c3a8', u'#bdab8e', u'#685d5a', u'#3d3739', u'#2e2320', u'#1e1b1a', u'#171717', u'#141312', u'#0e0d0d', u'#9e8c70', u'#5f3e38', u'#24201f']",f,"oil paint (paint), canvas",surrealism,gallery 263,"oil paint (paint), modernism, surrealism, oil on canvas, canvas, painting, world's fairs, modern and contemporary art, architecture, chicago world's fairs, century of progress",#1e1b1a,Blacks,"<p>as an evocative mingling of the real and supernatural, <em>haunted house</em> inflects the american past with eerie overtones. morris kantor, a russian-born immigrant, was inspired by the colonial houses he encountered during summers in new england. here he painted the living room of an early american house, yet his rendering takes on a suggestion of surrealism through his inclusion of ominous black shadowsin the shape of a ghostly figure at the rightthat encroach upon the room. kantor depicted the surrounding houses in the inky depths of these forms, bringing the dark night into the brightly lit room. their presence transforms a nostalgic interior into a space of mystery and uncertainty.</p>",Morris Kantor,Minsk,53.902334,27.5618791
126,9015615,american gothic,grant wood,grant,wood,1930,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=178&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/d02e0079-8e82-733e-683c-cb83a387ee5e/full/6000,/0/default.jpg",oil paintings (visual works),american art,united states,Grays Yellows Blacks,"[u'#cbc9ab', u'#afc1af', u'#726d50', u'#24211c', u'#221f1a', u'#141311', u'#aeae93', u'#9c885f', u'#584c32', u'#402e18', u'#2d281e', u'#1a1814']",f,"oil paint (paint), beaverboard (tm)",realism,gallery 263,"oil paint (paint), people, realism, chicago, farm life, portraits, oil paintings (visual works), painting, fashion, world's fairs, beaverboard (tm), oil painting, modern and contemporary art, painting (image making), architecture, chicago world's fairs, century of progress",#726d50,Grays,"<p>this familiar image was exhibited publicly for the first time at the art institute of chicago, winning a three-hundred-dollar prize and instant fame for grant wood. the impetus for the painting came while wood was visiting the small town of eldon in his native iowa. there he spotted a little wood farmhouse, with a single oversized window, made in a style called carpenter gothic. i imagined american gothic people with their faces stretched out long to go with this american gothic house, he said. he used his sister and his dentist as models for a farmer and his daughter, dressing them as if they were tintypes from my old family album. the highly detailed, polished style and the rigid frontality of the two figures were inspired by flemish renaissance art, which wood studied during his travels to europe between 1920 and 1928. after returning to settle in iowa, he became increasingly appreciative of midwestern traditions and culture, which he",Grant Wood,"Anamosa, Iowa",42.1083371,-91.2851594
127,9015617,tattoo and haircut,reginald marsh,reginald,marsh,1932,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=178&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/23964c98-a245-5188-fdb3-1ca41d9aa538/full/6000,/0/default.jpg",tempera,american art,united states,Grays Yellows Blacks,"[u'#77654a', u'#685137', u'#5b4b35', u'#4e4332', u'#413525', u'#34291c', u'#312317', u'#b4a279', u'#92805e', u'#4a3824', u'#383024', u'#241e16']",f,egg tempera,modernism,gallery 263,"people, modernism, egg tempera, tempera, portraits, painting, world's fairs, modern and contemporary art, chicago world's fairs, century of progress",#77654a,Grays,"<p>of the foremost realists of the 1930s, reginald marsh was fascinated by public behavior and the exciting commotion of new york. <em>tattoo and haircut</em> portrays a busy scene of people below the massive structure of the el on the bowery, then an area notorious as a skid row. rendered in marshs gently satirical style are several city types: a derelict on crutches, loitering men conversing or smoking cigarettes, a chic woman walking by herself. marsh used an egg tempera medium to fill every inch of the composition with details, from architectural elements to signs and text. introduced to the artist by the muralist thomas hart benton, the medium suited marshs keen skills as a draftsman. here he added successive films of tempera in muted colors, using its mottled, uneven surface to emphasize the grimy nature of this world. his technique thus reinforces his presentation of the subject: cacophonous, dilapidated, and dim, yet vibrantly alive.",Reginald Marsh (artist),Paris,48.8566101,2.3514992
144,9015730,"study for ""an aragonese smuggler""",william turner dannat,william,turner dannat,1881,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=180&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/1440227a-052d-4f66-b0b7-cd4a00880286/full/6000,/0/default.jpg",painting,american art,united states,Grays Blacks,"[u'#4b4133', u'#473d30', u'#423b2f', u'#3f3125', u'#362f26', u'#2f271f', u'#231f1a', u'#655e52', u'#4e4437', u'#484033', u'#453c30', u'#41382d']",f,"oil paint (paint), organic material",realism,gallery 174,"oil paint (paint), dining, realism, organic material, chicago, drinking, american arts, painting",#2f271f,Blacks,"<p>this is a preparatory study for a large-scale, full-length composition of a peasant boy stealing a drink from a pitcher raised high above his head. the french government purchased <em>an aragonese smuggler</em> (1883; muse dorsay) when it was first exhibited at the paris salon in 1883. william turner dannat trained in munich and later in paris, drawing inspiration from spanish masters, as did his teachers, including the hungarian painter mihly munkcsy. dannats realist style, characterized by loose, bravura brushstrokes, is evident in both this study and in the final painting. <em>study for an aragonese smuggler</em>is one<br>of the art institutes earliest acquisitions, entering the collection in 1887.</p>",William Turner Dannat,United States,39.7837304,-100.4458825
145,9015751,the fates gathering in the stars,elihu vedder,elihu,vedder,1887,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=180&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/c197bcbc-b738-27df-88f4-e81075aa1c78/full/6000,/0/default.jpg",painting,american art,united states,Reds Grays Yellows Blacks,"[u'#877759', u'#7c694b', u'#765d3d', u'#533d2b', u'#49392c', u'#3e2f25', u'#9a8e71', u'#715231', u'#615039', u'#5f4028', u'#493022', u'#3a261d']",f,"oil paint (paint), canvas, organic material",19th century,gallery 174,"oil paint (paint), mythology, canvas, organic material, american arts, painting, 19th century, oil painting, painting (image making), stars",#7c694b,Grays,"<p>elihu vedder adapted this painting from an illustration he designed for an 1884 edition of edward fitzgeralds translation of <em>the rubaiyat of omar khayyam</em>. an expatriate artist who lived in rome for most of his life, vedder was attracted to mysterious, visionary subject matter. the artist used the rubaiyat to express his own philosophical beliefs regarding such metaphysical and spiritual questions as death and the existence of an afterlife, subjects that are at the core of khayyams poetry. this image depicts the three fates of greek mythologyclotho, lachesis, and atroposworking the thread of life. clotho spins the thread, lachesis fixes its length, and atropos cuts it at the appointed time of death. the fates are symbolized by the spindle, distaff, and shears in the foreground and represent the poets belief that mankind has no control over destiny.</p>",Elihu Vedder,New York City,40.7308619,-73.9871558
152,9016038,old tower at avignon,samuel colman,samuel,colman,1875,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=183&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/d30531a8-52e0-afbf-6d07-4a2b7e86d1c7/full/6000,/0/default.jpg",painting,american art,united states,Grays Yellows Blacks,"[u'#8c7b59', u'#8a7148', u'#765425', u'#726348', u'#655f4e', u'#5d4320', u'#918667', u'#846433', u'#766e5a', u'#685435', u'#5d5441', u'#442e17']",f,"oil paint (paint), organic material",impressionism,gallery 175,"landscapes, oil paint (paint), organic material, impressionism, american arts, painting, architecture",#5d4320,Yellows,"<p>an accomplished landscapist, samuel colman began his career depicting new england scenery, as did his<br>contemporaries among the hudson river school, the dominant style of landscape painting in mid-19th-century america. after first going to europe to study in 1860, colman traveled extensively throughout his long career, traversing france, italy, spain, north africa, mexico, and the american west, among other destinations. old tower at avignon depicts a 14th-century fortress in southern france. a noted colorist, colman captured the romance of the age-old structure amid sunlight, storm clouds, and reflections on the rhne river.</p>",Samuel Colman,"Portland, Maine",43.6610277,-70.2548596
167,9016094,bonbonnire,margret craver,margret,craver,1938,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=184&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/0e8446f4-9b75-aea2-575f-d8e83f871ce5/full/6000,/0/default.jpg",container,american art,wichita,Whites Grays,"[u'#e9e5e3', u'#e7e5e6', u'#e6e5e3', u'#e5e5e5', u'#e4e3e3', u'#777774', u'#ebeaea', u'#e8e6e7', u'#e6e6e6', u'#cfcac6', u'#c0bab3', u'#e7e5e8']",f,silver,modernism,gallery 264,"silver, american decorative arts, modernism, box, dining, silver, drinking, american arts, container, art deco, decorative arts",#e7e5e6,Whites,"<p>trained in the arts and crafts tradition of metalworking, margaret craver was nonetheless influenced by instructors at michigans cranbrook academy of art, mid-20th-century americas premier design center. as a result, she created handcrafted hollowware and jewelry out of traditional materials such as sterling silver and enamel, yet she imbued her dynamic pieces with colorful, energetic patterns. in this work, craver married the smooth surfaces, decorative flourishes, and exquisite workmanship of scandinavian design with the unified geometry of art deco decoration.</p>",Margret Craver,"Kansas City, Missouri",39.100105,-94.5781416
173,9016156,white heron in a pool in a garden,frank weston benson,frank,weston benson,1929,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=184&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/9a6ee1f6-fa0d-3627-ec5e-7a20a31da9f9/full/6000,/0/default.jpg",painting,american art,united states,Grays Blacks,"[u'#b4bdc0', u'#8d9998', u'#33353d', u'#2b313d', u'#1b1b23', u'#667278', u'#4c5863', u'#444a51', u'#354451', u'#24303e', u'#212633', u'#0e0e16']",f,"oil paint (paint), canvas",impressionism,gallery 177,"landscapes, oil paint (paint), canvas, impressionism, painting, modern and contemporary art, animals",#0e0e16,Blacks,"<p>a principal figure of american impressionism, frank weston benson explored the effects of color and light in landscape and figure studies drawn from his life in north haven, maine, where he summered with his family beginning in 1901. a small pond behind his home offered ample artistic material, with its thick vegetation, water lilies, sun-dappled reflections, and shady nooks. a lifelong wildlife enthusiast, benson excelled at depictions of birds. here, he added a white heron to his composition, a species native to more southerly climes. benson likely painted the heron from memory, having become fascinated with the stately creature<br>during his fishing trips to the florida keys.</p>",Frank Weston Benson,"Salem, Massachusetts",42.5195292,-70.8967226
174,9016161,the essex canal,albert pinkham ryder,albert,pinkham ryder,1896,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=184&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/e8e4e3c9-bcdb-94be-aa95-ad6e81bc3921/full/6000,/0/default.jpg",painting,american art,united states,Grays Yellows,"[u'#dedd9c', u'#c8c98d', u'#96a165', u'#7e8349', u'#d6d695', u'#d0d090', u'#cac47e', u'#b5c086', u'#b1b473', u'#aaa662', u'#8e8c4d', u'#656232']",f,"oil paint (paint), organic material",impressionism,gallery 177,"landscapes, oil paint (paint), organic material, impressionism, american arts, painting",#b5c086,Yellows,"<p>albert pinkham ryder was one of the most innovative artists of the late 19th century, creating reductive, yet expressive compositions out of thick, slowly worked paint, combined with glazes, varnishes, and unconventional materials. in <em>the essex canal</em>, a waterway faintly meanders from the green-hued foreground to a skim of blue along the horizon, with an expansive sky beyond. a younger generation of american artists celebrated ryder as an important early modernist, who pushed toward abstraction and focused on the arduous process of painting itself as instrumental to ones creative vision. ryders reclusiveness only added to his intrigue and mythic status as an artist ahead of his time.</p>",Albert Pinkham Ryder,"New Bedford, Massachusetts",41.6362152,-70.934205
176,9016173,self-portrait,frederick william macmonnies,frederick,william macmonnies,1898,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=185&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/5fdc209f-c397-76fc-48f5-ecefb65eb3c9/full/6000,/0/default.jpg",painting,american art,united states,Reds Grays Yellows Blacks,"[u'#cdbda3', u'#bda38e', u'#a0856e', u'#7c6b56', u'#634f3f', u'#4f3d32', u'#40352c', u'#362d28', u'#c7ac97', u'#44382f', u'#3a342d', u'#39302a']",f,"oil paint (paint), organic material",impressionism,gallery 177,"oil paint (paint), people, organic material, impressionism, american arts, portraits, painting, fashion",#c7ac97,Reds,"<p>frederick macmonnies abruptly gave up a successful career as a sculptor to take up painting around 1898, but his lack of commerical success in the venture ultimately forced him to abandon it around 1906. at least eight self-portraits are known; although none is signed or dated, they all likely originate from this period. while in several of these macmonnies holds a palette and brush, he is not identified as an artist in this painting. portrayed more as a gentleman of leisure, he appears ready to depart to attend a casual gathering. part of a group of expatriate american artists living in giverny, france, macmonnies drew inspiration from his well-known neighbor, claude monet, and the broken brushwork and bold lighting of this painting show its affinity with impressionism.</p>",Frederick William MacMonnies,Brooklyn Heights,40.69608485,-73.9950278391265
179,9016497,"rabbit warren at pontoise, snow",camille pissarro,camille,pissarro,1879,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=188&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/517ba745-207b-3185-7485-8f6a0d7562e1/full/6000,/0/default.jpg",oil on canvas,european painting and sculpture,france,Grays,"[u'#c8c9c6', u'#afafab', u'#a9adad', u'#9fa19c', u'#9b998d', u'#8e918a', u'#827f72', u'#727569', u'#babcba', u'#b2b6b6', u'#a3a8aa', u'#5b5e4f']",f,oil paint (paint),impressionism,gallery 201,"weather/seasons, landscapes, oil paint (paint), oil on canvas, impressionism, painting, european painting",#b2b6b6,Grays,"<p>along with impressionist painters <a href=""https://www.artic.edu/artists/35809"">claude monet</a> and <a href=""https://www.artic.edu/artists/36707"">alfred sisley</a>, camille pissarro pursued the theme of snow throughout his career, producing nearly 100 snow paintings. in 1879 france experienced an extraordinarily severe winter, which pissarro explored in this and other works painted at his home in pontoise, 30 miles west of paris, along the seine river. in rabbit warren, snow covers the ground, houses, and vegetation in a frothy coat that resulted from the artists vigorous brushwork. throughout, small spots of color in the chimneys, greenish shrubs, and clothing of the man at right punctuate what is otherwise a predominately yellowish white and uninhabited fragment of nature.</p>",Orovida Camille Pissarro,"Epping, Essex",51.6978777,0.1094154
180,9016514,the banks of the marne in winter,camille pissarro,camille,pissarro,1866,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=188&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/c1996967-4fc8-9380-213d-8b6cf02f540a/full/6000,/0/default.jpg",oil on canvas,european painting and sculpture,france,Grays Blacks,"[u'#9d9d99', u'#8c8d8e', u'#473b30', u'#392f28', u'#35432f', u'#b3b4ab', u'#808488', u'#757a7e', u'#636057', u'#524638', u'#484434', u'#383a2c']",f,oil paint (paint),impressionism,gallery 222,"weather/seasons, landscapes, oil paint (paint), oil on canvas, impressionism, painting, european painting",#757a7e,Grays,"<p>exhibited at the salon of 1866, this landscape was made by camille pissarro in deliberate opposition to the pastoral scenes of his mentor and unofficial teacher <a href=""https://www.artic.edu/artists/34035"">camille corot</a>. instead of using various brushes to create a beautifully crafted and refined surface, pissarro loaded his paint on heavily, often with a palette knife, in emulation of gustave courbet. the subject, an empty rural winter landscape, is resolutely unpicturesque and purposefully devoid of the great oaks and ancient ruins of traditional salon landscapes.</p>",Orovida Camille Pissarro,"Epping, Essex",51.6978777,0.1094154
181,9016518,young peasant having her coffee,camille pissarro,camille,pissarro,1881,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=188&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/6ec24413-4458-4845-4fe3-8171639f26f9/full/6000,/0/default.jpg",painting,european painting and sculpture,france,Grays,"[u'#a49d98', u'#928d89', u'#837d78', u'#92999c', u'#b6b4b0', u'#aba8a5', u'#808a8d', u'#777a7c', u'#6b7681', u'#686a6c', u'#596876', u'#4a525b']",f,oil paint (paint),post-impressionism,gallery 248,"everyday life (genre), oil paint (paint), post-impressionism, portraits, women, painting, world's fairs, european painting, chicago world's fairs, century of progress",#808a8d,Grays,"<p>in the 1880s, at a time when many of the original impressionist painters had begun to pursue independent styles, camille pissarro actively worked to keep the group together. he persuaded <a href=""https://www.artic.edu/artists/3829"">gustave caillebotte</a> and <a href=""https://www.artic.edu/artists/35809"">claude monet</a> to take part in the seventh impressionist exhibition, in 1882, and also displayed a number of his own paintings of peasant girls. here the small brushstrokes, applied one next to the other and sometimes overlaid with dabs of thicker paint, result in an irregularly built-up surface, serving to integrate figure and setting and evoke the textures of the young womans wool clothing.</p>",Orovida Camille Pissarro,"Epping, Essex",51.6978777,0.1094154
182,9016520,woman and child at the well,camille pissarro,camille,pissarro,1882,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=188&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/253cda57-5d31-a170-5d4d-0c75020caab9/full/6000,/0/default.jpg",painting,european painting and sculpture,france,Grays,"[u'#babba7', u'#a3a389', u'#a19780', u'#8d957e', u'#636559', u'#50514d', u'#9b8873', u'#8c8673', u'#897666', u'#7a8472', u'#797464', u'#677264']",f,oil paint (paint),post-impressionism,gallery 248,"weather/seasons, everyday life (genre), oil paint (paint), post-impressionism, children, women, painting, world's fairs, european painting, chicago world's fairs, century of progress",#636559,Grays,"<p>by the 1880s, camille pissarro, like most of his impressionist colleagues, sought an alternative to the style he had employed over the previous decade, deciding to focus on figures rather than landscapes. of the 36 paintings he showed at the seventh impressionist exhibition, in the spring of 1882, 27 were figural. woman and child at the well is one of a series of works depicting peasant girls taking a break from their chores, their poses and gestures suggesting narratives that remain ambiguous. as the model for the boy in this composition, pissarro used his fourth son, ludovic-rodolphe, who was four years old at the time.</p>",Orovida Camille Pissarro,"Epping, Essex",51.6978777,0.1094154
183,9016540,woman bathing her feet in a brook,camille pissarro,camille,pissarro,1894,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=188&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/c94eaaee-99b5-f9a9-65a2-bb6db9266be4/full/6000,/0/default.jpg",oil on canvas,european painting and sculpture,france,Grays,"[u'#4a554e', u'#44534b', u'#92947e', u'#777c69', u'#6c645b', u'#697061', u'#5f5a52', u'#5d645a', u'#57504b', u'#536256', u'#505a52', u'#424844']",f,oil paint (paint),post-impressionism,gallery 247,"weather/seasons, leisure, landscapes, oil paint (paint), post-impressionism, oil on canvas, water, women, painting, european painting",#424844,Grays,"<p>camille pissarro referred to this painting in a letter of november 1894, when he wrote to his son lucien that he wanted to send him a picture of a little peasant girl dipping her feet in the water. at the time, he considered the work almost finished but still lacking that little something, exclaiming optimistically, i think i will get it, i feel it! his continued ruminations on the composition may explain its heavily encrusted surface. after finishing it, he painted a variation featuring a nude (a rarity for the artist) in the same pose and setting (1895; metropolitan museum of art, new york).</p>",Orovida Camille Pissarro,"Epping, Essex",51.6978777,0.1094154
184,9016541,the crystal palace,camille pissarro,camille,pissarro,1871,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=188&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/41e4cead-1172-e9a2-05f1-6dba87e2552b/full/6000,/0/default.jpg",oil on canvas,european painting and sculpture,france,Whites Grays,"[u'#dad9cc', u'#cecfc4', u'#c5c7bc', u'#bebdb3', u'#b4b9af', u'#9a8976', u'#776f65', u'#4b4740', u'#a4a49a', u'#8a847a', u'#584e45', u'#423a34']",f,oil paint (paint),impressionism,gallery 201,"weather/seasons, leisure, landscapes, oil paint (paint), oil on canvas, urban life, impressionism, transportation, painting, european painting",#4b4740,Grays,"<p>camille pissarro and his family left france in 187071 to escape the prussian invasion and subsequent civil uprising (known as the commune). they spent these years in lower norwood, outside london. in the neighboring town of sydenham, pissarro painted the glass-and-iron crystal palace, which was originally designed by joseph paxton in 1851 for londons hyde park. although it was immediately acclaimed for its modern architecture, only two years later the building was dismantled and reassembled in sydenham. (it was destroyed by fire in 1936.) in this small oil painting, pissarro relegated what was considered the worlds largest building to the left side of the canvas, as if to give equal space to the modern-life scene of families and carriages parading by sydenhams more recently constructed middle-class homes.</p>",Orovida Camille Pissarro,"Epping, Essex",51.6978777,0.1094154
185,9016608,self-portrait of my sister,gertrude abercrombie,gertrude,abercrombie,1941,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=190&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/27a8dde8-ea24-51a4-ee2d-2a30c38d4c62/full/6000,/0/default.jpg",oil on canvas,american art,united states,Grays Blacks Cyans,"[u'#546766', u'#485956', u'#44655e', u'#255149', u'#243b34', u'#8c9288', u'#6d807e', u'#6a7470', u'#5f7271', u'#577271', u'#3b564e', u'#1e1c19']",f,"oil paint (paint), canvas",surrealism,gallery 262,"oil paint (paint), people, modernism, surrealism, oil on canvas, canvas, chicago, portraits, painting, fashion, oil painting, painting (image making)",#243b34,Blacks,"<p>at first glance, <em>self-portrait of my sister</em> appears to be a relatively straightforward representation of a young woman. it was painted by the chicago surrealist gertrude abercrombie but seems to lack the mysterious imagery of her landscapes and interior scenes. further examination, however, reveals subtle touches of her dark aesthetic, beginning with the title itself. <em>self-portrait of my sister</em> is an enigmatic reference to a sister who did not exist, for the artist was in fact an only child. however, abercrombie initially referred to this painting as portrait of artist as ideal, a phrase that reveals her underlying meaning. abercrombies work was invariably self-referential; as she put it, its always myself that i paint, but not actually, because i dont look that good or cute. her reference to a fictitious, prettier sister hints at her desire to be a different person, a longing she satisfied through self-portraiture.</p>",Gertrude Abercrombie,United States,39.7837304,-100.4458825
186,9018806,interior at nice,henri matisse,henri,matisse,1919,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=213&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/470102f1-413f-c86f-6351-a62e99b25fe7/full/6000,/0/default.jpg",painting,modern art,france,Reds Grays Yellows,"[u'#d2a77f', u'#cbbfa1', u'#c4a17a', u'#c48f75', u'#b6bba9', u'#838b7a', u'#dad6b8', u'#b6a282', u'#b2906b', u'#96aca5', u'#7e766a', u'#6f5246']",f,"oil paint (paint), canvas",post-impressionism,gallery 393,"oil paint (paint), people, post-impressionism, canvas, painting, world's fairs, oil painting, modern and contemporary art, painting (image making), chicago world's fairs, interiors, seas, nice, france, france, century of progress",#b2906b,Yellows,"<p>beginning in 1917, henri matisse spent most winters in nice, on the mediterranean coast. he often stayed at the htel mediterrane, a rococo-style building he later fondly termed &quot;faked, absurd, delicious!&quot; <em>interior at nice</em> is perhaps the most ambitious of a series of images the painter created using the hotel as a backdrop, all done in the realistic style to which he had returned around this time. the pink-tiled floors and yellow, arabesque-patterned wall-paper are present in many of these works, as are the skirted dressing table, oval mirror, shuttered french window, and balcony. the balcony in fact was one of the artists favorite themes, allowing him to link internal and external space into a continuum structured by patterns and modulated light.</p>
<p>additionally, matisse often included a young woman somewhere in the scene. here, his favorite model at the time, antoinette arnoux, plays an important role. not only is",Henri Matisse,Nord (French department),N\A,N\A
188,9023322,the beach at sainte-adresse,claude monet,claude,monet,1867,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=261&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/9ee6ba5d-97ee-8012-2ee5-7b540a048023/full/6000,/0/default.jpg",painting,european painting and sculpture,france,Grays,"[u'#bab7b8', u'#aaa9ac', u'#979397', u'#909199', u'#858f9a', u'#49494d', u'#c6c4c4', u'#b3aeaf', u'#979ba2', u'#a5a2a7', u'#a49e9f', u'#80848b']",f,"oil paint (paint), canvas",impressionism,gallery 225,"weather/seasons, leisure, landscapes, oil paint (paint), water, canvas, impressionism, boats, transportation, work, painting, world's fairs, oil painting, european painting, painting (image making), chicago world's fairs, sailing, seas, century of progress",#858f9a,Grays,"<p>in the summer of 1867, claude monet stayed with his aunt at sainte-adresse, an afuent suburb of the port city of le havre, near his fathers home. the paintings he produced that summer, few of which survive, reveal the beginnings of the young artists development of the revolutionary style that would come to be known as impressionism. in his quest to capture the effects of shifts in weather and light, monet painted <em>the beach at sainte-adresse</em> out-of-doors on an overcast day. he devoted the majority of the composition to the sea, sky, and beach. these he depicted with broad sheets of color, animated by short brushstrokes that articulate gentle azure waves, soft white clouds, and pebbled ivory sand. while shermen go about their chores, a tiny couple relaxes at the waters edge. monet did not exhibit this work publicly for almost ten years after he completed it. in 1874 he banded together with a diverse group of like-minded, avant-gard",Claude Monet,Paris,48.8566101,2.3514992
190,9023455,"husking bee, island of nantucket",eastman johnson,eastman,johnson,1876,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=263&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/c5f07682-c502-9712-9849-8f89af59469c/full/6000,/0/default.jpg",painting,american art,nantucket island,Grays Yellows,"[u'#ad9b7a', u'#a49170', u'#785f2f', u'#6d4b28', u'#a59475', u'#a3885d', u'#9f9073', u'#988666', u'#927240', u'#8a6635', u'#71542a', u'#594227']",f,"oil paint (paint), organic material",realism,gallery 171,"landscapes, oil paint (paint), realism, organic material, american arts, painting, animals",#9f9073,Grays,"<p>one of several genre paintings in eastman johnsons oeuvre that takes its nostalgic theme from rural nantucket, <em>husking bee, island of nantucket</em> is a timeless evocation of agrarian peace and cooperation. stylistically, the painting fuses landscape and genre, and johnson further imbued the scene with a barbizon, plein-air sensibility. the autumnal palette is interspersed with bright patches of red, blue, and green that appear like sparks amidst the shimmering gold of the cornhusks. johnson carefully included a woman discovering a red ear of corn, which, according to folk tradition, would allow her to kiss the person of her choice. this combination of indigenous subject matter and an international style was typical of american art around the time of the countrys centennial.</p>",Eastman Johnson,"Lovell, Maine",44.127028,-70.892029
